CAS,Name,Formula,Elements,Mw
1009-14-9,"1-Pentanone, 1-phenyl-",C11H14O,"['C', 'H', 'O']",162.10446507091768
100-92-5,"Benzeneethanamine, N,.alpha.,.alpha.-trimethyl-",C11H17N,"['C', 'H', 'N']",163.136099552495
100-93-6,P-(p-tolylsulfonylamido-)diphenylamine,C19H18N2O2S,"['C', 'H', 'N', 'O', 'S']",338.1088990027234
10094-34-5,Dimethylbenzylcarbinyl butyrate,C14H20O2,"['C', 'H', 'O']",220.1463298839234
100945-39-9,"Benzene, 1-(1-ethylpropyl)-3-(1-methylbutyl)-",C16H26,"['C', 'H']",218.203450838214
10095-83-7,"[2,3-d]Thieno cycloheptatrienone",C9H6OS,"['C', 'H', 'O', 'S']",162.0139359874197
100960-20-1,2-Chloro-6-dimethylaminopurine,C7H8ClN5,"['C', 'H', 'Cl', 'N']",197.04682296244198
100961-23-7,"3-(2,4,5-Trichlorophenoxy)-1,2-propanediol-bis-2,2,3-trichloropropionate",C15H11Cl9O5,"['C', 'H', 'Cl', 'O']",585.7803225938175
1009-61-6,"Ethanone, 1,1'-(1,4-phenylene)bis-",C10H10O2,"['C', 'H', 'O']",162.0680795615334
100964-96-3,"Acetamide, n-(3,7-dinitro-9-oxofluoren-2-yl)-,",C15H9N3O6,"['C', 'H', 'N', 'O']",327.0491350208772
100965-46-6,"1,3-Dichloro-5,5-diphenyl hydantoin",C15H10Cl2N2O2,"['C', 'H', 'Cl', 'N', 'O']",320.0119329351374
100-97-0,Hexamethylenetetramine,C6H12N4,"['C', 'H', 'N']",140.106196404596
1009-74-1,"2,4,6-Triethyltriazine",C9H15N3,"['C', 'H', 'N']",165.126597496881
100983-12-8,"Propanoic acid, 3-bromo, 3-methylbutyl ester",C8H15BrO2,"['C', 'H', 'Br', 'O']",222.02554233672842
1009-84-3,"Pyridazine, 3-butylamino-6-chloro-,",C8H12ClN3,"['C', 'H', 'Cl', 'N']",185.07197508253398
100996-43-8,"Nonanedioic acid, bis(8,8-dimethyl-2-oxabicyclo[4.2.0]octan-7-yl) ester",C27H44O6,"['C', 'H', 'O']",464.3137891359462
10099-70-4,"2-Butenedioic acid (Z)-, bis(1-methylethyl) ester",C10H16O4,"['C', 'H', 'O']",200.1048589941108
10099-71-5,Diamyl maleate,C14H24O4,"['C', 'H', 'O']",256.1674592520228
10100-95-5,Amyl-t-butyl ether,C9H20O,"['C', 'H', 'O']",144.1514152643517
101-02-0,"Phosphorous acid, triphenyl ester",C18H15O3P,"['C', 'H', 'O', 'P']",310.0758813407271
10102-03-1,Dinitrogen pentoxide,N2O5,"['N', 'O']",107.9807211067225
10102-43-9,Nitric oxide,NO,"['N', 'O']",29.9979886240037
10102-44-0,Nitrogen dioxide,NO2,"['N', 'O']",45.9929032435754
101-05-3,"4,6-Dichloro-N-(2-chlorophenyl)-1,3,5-triazin-2-amine",C9H5Cl3N4,"['C', 'H', 'Cl', 'N']",273.957979226033
10105-38-1,"Pentadecane, 6-methyl-",C16H34,"['C', 'H']",226.266051096126
10105-42-7,Cyanuric trihydrazide,C3H9N9,"['C', 'H', 'N']",171.09809133003898
1010-60-2,"2-Chloro-1,4-naphthoquinone",C10H5ClO2,"['C', 'H', 'Cl', 'O']",191.99780708270842
101074-13-9,"1,3,5,7-Tetramethyltetrahydro-2,6(1H,3H)-1,3,5,7-tetrazocine-2,6-dione",C8H16N4O2,"['C', 'H', 'N', 'O']",200.1273257726954
1010-74-8,&#945;-Isopropyldecalin,C13H24,"['C', 'H']",180.187800773736
101080-16-4,"Pyrimidine, 5-amino-4- (ethylamino)-",C6H10N4,"['C', 'H', 'N']",138.090546340118
101081-07-6,"2-(3-Oxo-1,3-dihydro-2-benzofuran-1-yl)-1h-isoindole-1,3(2h)-dione",C16H9NO4,"['C', 'H', 'N', 'O']",279.0531577728698
10108-56-2,"Cyclohexanamine, N-butyl-",C10H21N,"['C', 'H', 'N']",155.167399681451
101-08-6,"1,2-Propanediol, 3-(1-piperidinyl)-, bis(phenylcarbamate)",C22H27N3O4,"['C', 'H', 'N', 'O']",397.2001563620358
101096-60-0,"3-(2,4,5-Trichlorophenoxy)-1,2-propanediol bis-(2,2-dichloropropionate)",C15H13Cl7O5,"['C', 'H', 'Cl', 'O']",517.8582672935555
101097-83-0,"4-Methyl-n-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)benzenesulfonamide",C15H13NO4S,"['C', 'H', 'N', 'O', 'S']",303.05652907623977
1010-99-7,"1,2-Benzenediol, 3-(1,1-dimethylethyl)-5-methyl-",C11H16O2,"['C', 'H', 'O']",180.1150297549674
101103-22-4,"9H-purine-9-acetic acid, 6-[(p-chlorophenyl)amino)-, ethyl ester",C15H14ClN5O2,"['C', 'H', 'Cl', 'N', 'O']",331.08360239501934
10110-78-8,"Diethyl, allyl-(1-ethylpropyl) malonate",C15H26O4,"['C', 'H', 'O']",270.1831093165008
10111-08-7,2-formylimidazole,C4H4N2O,"['C', 'H', 'N', 'O']",96.0323627573917
1011-12-7,"Cyclohexanone, 2-cyclohexylidene-",C12H18O,"['C', 'H', 'O']",178.1357651998737
101-14-4,"Aniline), methylene bis-4,4'-(2-chloro-",C13H12Cl2N2,"['C', 'H', 'Cl', 'N']",266.037753760472
1011-50-3,Alpha-quinolyl-ethanol,C11H11NO,"['C', 'H', 'N', 'O']",173.08406397863268
101150-96-3,CHBr=CH,C2H2Br,"['C', 'H', 'Br']",104.93398767847799
1011-54-7,(E)-3-(2-Methoxyphenyl)-2-propenoic acid,C10H10O3,"['C', 'H', 'O']",178.0629941811051
101-16-6,3-Methoxydiphenylamine,C13H13NO,"['C', 'H', 'N', 'O']",199.09971404311068
101166-96-5,"2,2,2-Trichloro-1-cyanoethyl 4-chlorobenzoate",C10H5Cl4NO2,"['C', 'H', 'Cl', 'N', 'O']",310.90743913425035
101-17-7,3-Chlorodiphenylamine,C12H10ClN,"['C', 'H', 'Cl', 'N']",203.050177009192
101-18-8,3-Hydroxydiphenylamine,C12H11NO,"['C', 'H', 'N', 'O']",185.08406397863268
101-20-2,"3,4,4'-Trichloro carbanilide",C13H9Cl3N2O,"['C', 'H', 'Cl', 'N', 'O']",313.9780459656967
101-21-3,Chlorpropham,C10H12ClNO2,"['C', 'H', 'Cl', 'N', 'O']",213.0556563128134
10122-95-9,"Tricyclo[8.2.2.2<sup>4,7</sup>]hexadeca-4,6,10,12,13,15-hexaen-5-amine",C16H17N,"['C', 'H', 'N']",223.136099552495
101231-37-2,"Indol-2(3h)-one, 3-(2-benzylamino)ethyl-3-phenyl-, hydrochloride",C23H23ClN2O,"['C', 'H', 'Cl', 'N', 'O']",378.14989105230273
101251-43-8,"Purine, 6-dimethylamino-2-methylamino-",C8H12N6,"['C', 'H', 'N']",192.11234441346
10125-18-5,"Benzene,1,1'-[1,6-hexanediylbis(oxy)]bis-",C18H22O2,"['C', 'H', 'O']",270.1619799484014
101-25-7,"1,3,5,7-Tetraazabicyclo[3.3.1]nonane, 3,7-dinitroso-",C5H10N6O2,"['C', 'H', 'N', 'O']",186.0865235881254
101259-49-8,"Benzoic acid, thio-, s-2-aminoethyl ester, hydrobromide",C9H12BrNOS,"['C', 'H', 'Br', 'N', 'O', 'S']",260.9822977992857
10126-69-9,"Alpha-stearoyl stearic acid, methyl ester",C37H72O3,"['C', 'H', 'O']",564.5481461799232
1012-72-2,"Benzene, 1,4-bis(1,1-dimethylethyl)-",C14H22,"['C', 'H']",190.172150709258
1012-76-6,"1,2-Di-tert-butylbenzene",C14H22,"['C', 'H']",190.172150709258
101-27-9,4-Chlorobut-2-ynyl 3-chlorophenylcarbamate,C11H9Cl2NO2,"['C', 'H', 'Cl', 'N', 'O']",257.0010338984664
10127-98-7,"5,5'-Diphenyl-[2,2'-azo-1,3,4-thiadiazole]",C16H10N6S2,"['C', 'H', 'N', 'S']",350.04083669781
101279-92-9,"N-Allyl-N',N'-diphenylurea",C16H16N2O,"['C', 'H', 'N', 'O']",252.12626314425967
101287-05-2,1-Hydroxy-2-(n-n-amyl) naphthamide,C16H19NO2,"['C', 'H', 'N', 'O']",257.1415788561164
101288-23-7,"Phosphonic acid, (carbamoylmethyl)-, dibenzyl ester",C16H18NO4P,"['C', 'H', 'N', 'O', 'P']",319.0973450614478
101292-50-6,"3-(4-Chloro-2-methyl phenoxy)-1,2-propanediol-bis-(2,2-dichloropropionate)",C16H17Cl5O5,"['C', 'H', 'Cl', 'O']",463.95186205777156
1013-08-7,"Phenanthrene, 1,2,3,4-tetrahydro-",C14H14,"['C', 'H']",182.109550451346
101-31-5,Hyoscyamine,C17H23NO3,"['C', 'H', 'N', 'O']",289.1677936046441
1013-23-6,"Dibenzothiophene, 5-oxide",C12H8OS,"['C', 'H', 'O', 'S']",200.0295860518977
10132-43-1,"2,3,5-trimethyl-6-(3-methylbutyl)pyrazine",C12H20N2,"['C', 'H', 'N']",192.162648653644
10133-30-9,Benzo[b]thiophene-5-carboxaldehyde,C9H6OS,"['C', 'H', 'O', 'S']",162.0139359874197
10133-34-3,"Benzo[b]thiophene, 4-nitro-",C8H5NO2S,"['C', 'H', 'N', 'O', 'S']",179.00409957918438
10133-41-2,2-Chlorobenzothiophene sulfone,C8H5ClO2S,"['C', 'H', 'Cl', 'O', 'S']",199.96987825712242
101-33-7,"1,1,3-triethoxyhexane",C12H26O3,"['C', 'H', 'O']",218.1881946969291
101-34-8,Glyceryl tri(acetylricinoleate),C63H110O12,"['C', 'H', 'O']",1058.7997289811503
10136-65-9,2-Hydroxypinan-3-one,C10H16O2,"['C', 'H', 'O']",168.1150297549674
101-37-1,"2,4,6-Triallyloxy-1,3,5-triazine",C12H15N3O3,"['C', 'H', 'N', 'O']",249.1113413555961
101371-20-4,1-(2-Pentyl)-4-(3-pentyl)benzene,C16H26,"['C', 'H']",218.203450838214
101371-21-5,"Benzene, 1,3-bis(1-ethylpropyl)-",C16H26,"['C', 'H']",218.203450838214
1013-75-8,"Carbamic acid, ethylphenyl-, ethyl ester",C11H15NO2,"['C', 'H', 'N', 'O']",193.1102787271604
10137-65-2,Ethyl 6-cyanohexanoate,C9H15NO2,"['C', 'H', 'N', 'O']",169.11027872716042
10137-80-1,"Aniline, N-(2-ethylhexyl)-",C14H23N,"['C', 'H', 'N']",205.183049745929
10138-17-7,"P-dioxane, 2,6-dimethyl-,",C6H12O2,"['C', 'H', 'O']",116.0837296260114
101-38-2,"N,2,6-trichloro-p-quinoneimine",C6H2Cl3NO,"['C', 'H', 'Cl', 'N', 'O']",208.92019673559167
10138-32-6,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, ethyl ester",C10H14O2,"['C', 'H', 'O']",166.0993796904894
10138-59-7,"1,2-Cyclohexanedicarboxylic acid, diethyl ester",C12H20O4,"['C', 'H', 'O']",228.13615912306682
1013-88-3,"Benzenemethanimine, &#945;-phenyl-",C13H11N,"['C', 'H', 'N']",181.089149359061
10138-89-3,"Butane, 1,1,3-trimethoxy-",C7H16O3,"['C', 'H', 'O']",148.1099443745391
101-39-3,"2-Propenal, 2-methyl-3-phenyl-",C10H10O,"['C', 'H', 'O']",146.0731649419617
101398-58-7,(CH3)2N-CH=N(CH2)2N(CH3)2,C7H17N3,"['C', 'H', 'N']",143.142247561359
101399-45-5,"6Alpha,21-diacetoxy-11beta,17alpha-dihydroxypregn-4-ene-3,20-dione",C25H34O8,"['C', 'H', 'O']",462.22536805269965
101-40-6,Propylhexedrine,C10H21N,"['C', 'H', 'N']",155.167399681451
101-41-7,"Benzeneacetic acid, methyl ester",C9H10O2,"['C', 'H', 'O']",150.0680795615334
10141-72-7,"2H-Pyran, tetrahydro-2-methyl-",C6H12O,"['C', 'H', 'O']",100.0888150064397
101421-04-9,"2,4-Pentanediol dinitrate",C5H10N2O6,"['C', 'H', 'N', 'O']",194.0538860486842
101-42-8,"Urea, N,N-dimethyl-N'-phenyl-",C9H12N2O,"['C', 'H', 'N', 'O']",164.09496301530368
10143-23-4,"1-Pentanol, 2,3-dimethyl-",C7H16O,"['C', 'H', 'O']",116.12011513539571
101432-90-0,"nonane, 5-ethyl-4-isobutyl-2-methyl-",C16H34,"['C', 'H']",226.266051096126
10143-54-1,3-[2-(2-Hydroxyethoxy)ethoxy]propanenitrile,C7H13NO3,"['C', 'H', 'N', 'O']",159.08954328225408
10143-60-9,"Heptane, 3,3'-[oxybis(methylene)]bis-",C16H34O,"['C', 'H', 'O']",242.2609657156977
101-43-9,"2-Propenoic acid, 2-methyl-, cyclohexyl ester",C10H16O2,"['C', 'H', 'O']",168.1150297549674
1014-41-1,"1,4-bis(1-methylpropyl)benzene",C14H22,"['C', 'H']",190.172150709258
1014-60-4,"Benzene, 1,3-bis(1,1-dimethylethyl)-",C14H22,"['C', 'H']",190.172150709258
1014-69-3,"2-Methylthio-4-methylamino-6-isopropyl-1,3,5-triazine",C8H15N5S,"['C', 'H', 'N', 'S']",213.104816680159
1014-70-6,"2-Methylthio-4,6-bis(ethylamino)-1,3,5-triazine",C8H15N5S,"['C', 'H', 'N', 'S']",213.104816680159
10147-36-1,1-Propanesulfonyl chloride,C3H7ClO2S,"['C', 'H', 'Cl', 'O', 'S']",141.9855283216004
10147-40-7,1-Dodecanesulfonyl chloride,C12H25ClO2S,"['C', 'H', 'Cl', 'O', 'S']",268.1263789019024
10147-41-8,1-Octadecanesulfonyl chloride,C18H37ClO2S,"['C', 'H', 'Cl', 'O', 'S']",352.22027928877037
1014-81-9,m-Trifluoromethoxybenzoic acid,C8H5F3O3,"['C', 'H', 'F', 'O']",206.0190785081277
101-48-4,"Benzene, (2,2-dimethoxyethyl)-",C10H14O2,"['C', 'H', 'O']",166.0993796904894
101-49-5,"1,3-Dioxolane, 2-(phenylmethyl)-",C10H12O2,"['C', 'H', 'O']",164.0837296260114
101501-17-1,"2,6-Methano-1,4(2h)-benzoxazocin-5(6h)-one,4(3h)-cyclohexyl-6-phenyl-",C23H25NO2,"['C', 'H', 'N', 'O']",347.18852904955037
101505-59-3,cyc-C5Cl4O-1-O,C5Cl4O2,"['C', 'Cl', 'O']",231.8652399686234
10150-87-5,"2-Butanone, 4-(acetyloxy)-",C6H10O3,"['C', 'H', 'O']",130.0629941811051
10152-75-7,Methylthioacetylene,C3H4S,"['C', 'H', 'S']",72.00337130337
10152-76-8,"Sulfide, allyl methyl",C4H8S,"['C', 'H', 'S']",88.03467143232601
101-53-1,"Phenol, 4-(phenylmethyl)-",C13H12O,"['C', 'H', 'O']",184.0888150064397
1015-38-9,Diphenylphosphinodithioic acid,C12H11PS2,"['C', 'H', 'P', 'S']",250.003979701884
101-54-2,"1,4-Benzenediamine, N-phenyl-",C12H12N2,"['C', 'H', 'N']",184.100048395732
101-55-3,"Benzene, 1-bromo-4-phenoxy-",C12H9BrO,"['C', 'H', 'Br', 'O']",247.9836775237227
101555-40-2,"trans-8-Methoxy-1,2,3,4,4a,5,6,8a-octahydronaphthalene",C11H18O,"['C', 'H', 'O']",166.1357651998737
101555-41-3,"cis-8-Methoxy-1,2,3,4,4a,5,6,8a-octahydronaphthalene",C11H18O,"['C', 'H', 'O']",166.1357651998737
101555-42-4,"Naphthalene, 1,2,3,4,4a,5,6,7-octahydro-8-methoxy-",C11H18O,"['C', 'H', 'O']",166.1357651998737
101583-85-1,"Fluoren-9-ol, 2-(diethylamino)-",C17H19NO,"['C', 'H', 'N', 'O']",253.1466642365447
101-58-6,"Benzene, 1,1'-oxy-, bis[4-(1,1,3,3-tetramethylbutyl)]-",C28H42O,"['C', 'H', 'O']",394.32356597360973
1015-89-0,6(5H)-Phenanthridinone,C13H9NO,"['C', 'H', 'N', 'O']",195.0684139141547
10159-46-3,"Phosphoric triamide, pentamethyl-",C5H16N3OP,"['C', 'H', 'N', 'O', 'P']",165.10309914711868
101-60-0,"21H,23H-Porphin",C20H14N4,"['C', 'H', 'N']",310.121846469074
10160-24-4,"1-Heptanol, 7-bromo-",C7H15BrO,"['C', 'H', 'Br', 'O']",194.0306277171567
10160-48-2,1-(ethenyloxy)nonane,C11H22O,"['C', 'H', 'O']",170.1670653288297
1016-05-3,Dibenzothiophene sulfone,C12H8O2S,"['C', 'H', 'O', 'S']",216.0245006714694
10160-87-9,Propargylaldehyde diethyl acetal,C7H12O2,"['C', 'H', 'O']",128.0837296260114
1016-09-7,"Ether, methyl diphenylmethyl",C14H14O,"['C', 'H', 'O']",198.10446507091768
101-61-1,"Benzenamine, 4,4'-methylenebis[N,N-dimethyl-",C17H22N2,"['C', 'H', 'N']",254.178298718122
101611-75-0,"1,3,5-Cyclohexanetriol, 2,2,4,4,6,6-hexamethyl-, triisobutyrate",C24H42O6,"['C', 'H', 'O']",426.2981390714682
101615-77-4,"Pyridinium,3-hydroxy-1-methoxy-,hydroxide,inner salt",C6H7NO2,"['C', 'H', 'N', 'O']",125.0476784692484
1016-19-9,"3,4,5-Trimethoxyphenyl cyanate",C10H11NO4,"['C', 'H', 'N', 'O']",209.0688078373478
101-63-3,"4,4'-Dinitrodiphenyl ether",C12H8N2O5,"['C', 'H', 'N', 'O']",260.0433213646345
101654-23-3,"1,2,4-Trichloro-5-(2-chloroethoxy)benzene",C8H6Cl4O,"['C', 'H', 'Cl', 'O']",257.9172755424857
1016-58-6,6-Nitroveratryl alcohol,C9H11NO5,"['C', 'H', 'N', 'O']",213.0637224569195
10166-08-2,"Benzeneacetaldehyde, 2-methyl-",C9H10O,"['C', 'H', 'O']",134.0731649419617
101-67-7,"Diphenylamine, 4,4'-dioctyl-",C28H43N,"['C', 'H', 'N']",393.339550390709
1016-77-9,"methanone, (3-bromophenyl)phenyl-",C13H9BrO,"['C', 'H', 'Br', 'O']",259.9836775237227
1016-78-0,"Methanone, (3-chlorophenyl)phenyl-",C13H9ClO,"['C', 'H', 'Cl', 'O']",216.0341925920927
101-68-8,"Benzene, 1,1'-methylenebis[4-isocyanato-",C15H10N2O2,"['C', 'H', 'N', 'O']",250.0742275703974
10169-55-8,"Ethanone, 1-[4-(phenylthio)phenyl]-",C14H12OS,"['C', 'H', 'O', 'S']",228.0608861808537
1016-98-4,2-Methyl-5-phenyl-6a-thiathiophthene,C12H10S3,"['C', 'H', 'S']",249.99446384563203
10170-03-3,Isouroporphyrin (ii) octamethyl ester,C48H54N4O16,"['C', 'H', 'N', 'O']",942.3534816717812
101-70-2,Di-(4-methoxy phenyl) amine,C14H15NO2,"['C', 'H', 'N', 'O']",229.1102787271604
10171-38-7,"Methanol, ethoxy-",C3H8O2,"['C', 'H', 'O']",76.0524294970554
101716-14-7,"2,5-Dianilino-3,6-dichloro hydroquinone",C18H14Cl2N2O2,"['C', 'H', 'Cl', 'N', 'O']",360.0432330640934
1017-22-7,&#945;-Methyl-cis-stilbene,C15H14,"['C', 'H']",194.109550451346
101-72-4,"P-phenylenediamine, n-isopropyl-n'-phenyl-",C15H18N2,"['C', 'H', 'N']",226.146998589166
10173-43-0,"Phosphorodichloridic acid, propyl ester",C3H7Cl2O2P,"['C', 'H', 'Cl', 'O', 'P']",175.95607182798338
101-75-7,"Benzenamine, N-phenyl-4-(phenylazo)-",C18H15N3,"['C', 'H', 'N']",273.126597496881
101-76-8,"Benzene, 1,1'-methylenebis[4-chloro-",C13H10Cl2,"['C', 'H', 'Cl']",236.01595568713
101772-33-2,"Benzamide,p-(n-hexyloxy)-",C13H19NO2,"['C', 'H', 'N', 'O']",221.1415788561164
101-77-9,"Benzenamine, 4,4'-methylenebis-",C13H14N2,"['C', 'H', 'N']",198.11569846020998
101790-02-7,"3-Hydroxy-17alpha-oxa-d-homoestra-1,3,5(10),6,8-pentaen-17-one",C18H18O3,"['C', 'H', 'O']",282.1255944390171
1017-93-2,"Bicyclo[2.2.2]oct-5-ene-2,2,3,3-tetracarbonitrile",C12H8N4,"['C', 'H', 'N']",208.07489627564001
10179-91-6,"Purine, 8-(methylsulfonyl)-,",C6H6N4O2S,"['C', 'H', 'N', 'O', 'S']",198.0211466247194
101-80-4,"Benzenamine, 4,4'-oxybis-",C12H12N2O,"['C', 'H', 'N', 'O']",200.09496301530368
101-81-5,Diphenylmethane,C13H12,"['C', 'H']",168.093900386868
10181-56-3,"1,3-Cyclobutanedithione,2,2,4,4-tetramethyl-",C8H12S2,"['C', 'H', 'S']",172.038042735696
101-82-6,"Pyridine, 2-(phenylmethyl)-",C12H11N,"['C', 'H', 'N']",169.089149359061
10183-34-3,penta-L-alanine,C15H27N5O6,"['C', 'H', 'N', 'O']",373.19613361004315
101-83-7,"Cyclohexanamine, N-cyclohexyl-",C12H23N,"['C', 'H', 'N']",181.183049745929
101-84-8,Diphenyl ether,C12H10O,"['C', 'H', 'O']",170.0731649419617
101-85-9,2-Benzylidene-1-heptanol,C14H20O,"['C', 'H', 'O']",204.1514152643517
101-86-0,"Octanal, 2-(phenylmethylene)-",C15H20O,"['C', 'H', 'O']",216.1514152643517
101861-17-0,"9H-purine, 6-mercapto-, 8-ethyl-",C7H8N4S,"['C', 'H', 'N', 'S']",180.04696745005398
101865-85-4,"6-Chloro-2,4-di-tert-butylphenyl propionate",C17H25ClO2,"['C', 'H', 'Cl', 'O']",296.1543077274884
101-87-1,N-phenyl n'-cyclohexyl p-phenylene diamine,C18H22N2,"['C', 'H', 'N']",266.178298718122
1018-72-0,"3H-1,4-benzodiazepine-2,5-dione, 7-chloro-1,2,4,5-tetrahydro-1,4-dimethyl-",C11H11ClN2O2,"['C', 'H', 'Cl', 'N', 'O']",238.0509052850064
1018-73-1,"3H-1,4-benzodiazepine-2,5-dione, 8-chloro-1,2,4,5-tetrahydro-1,4-dimethyl-",C11H11ClN2O2,"['C', 'H', 'Cl', 'N', 'O']",238.0509052850064
101885-30-7,"Di-n-butyl-2,5-diethyl adipate",C18H34O4,"['C', 'H', 'O']",314.2457095744128
101885-32-9,Di-n-butyl-2-ethyl suberate,C18H34O4,"['C', 'H', 'O']",314.2457095744128
101-90-6,"Benzene, m-bis(2,3-epoxy propoxy)-",C12H14O4,"['C', 'H', 'O']",222.0892089296328
10191-18-1,"N,N-Bis(2-hydroxyethyl)-2-aminoethanesulfonic acid",C6H15NO5S,"['C', 'H', 'N', 'O', 'S']",213.06709376028948
1019-15-4,"Phenazine,2-chloro-10-oxide",C12H7ClN2O,"['C', 'H', 'Cl', 'N', 'O']",230.0246905364787
10191-60-3,"N-Cyano-s,s'-dimethyldithioimido carbonate",C4H6N2S2,"['C', 'H', 'N', 'S']",145.997240551126
10192-32-2,1-Tetracosene,C24H48,"['C', 'H']",336.375601547472
101-92-8,"Butanamide, N-(4-chlorophenyl)-3-oxo-",C10H10ClNO2,"['C', 'H', 'Cl', 'N', 'O']",211.0400062483354
101-93-9,"Acetamidine, N,N'-bis(p-ethoxyphenyl)-",C18H22N2O2,"['C', 'H', 'N', 'O']",298.16812795726537
10193-98-3,"1,3-Propanediol, 2-(hydroxymethyl)-2-methyl-, tris(mercaptoacetae)",C11H18O6S3,"['C', 'H', 'O', 'S']",342.0265518209742
10193-99-4,"Pentaerythritol, tetrakis(mercaptoacetate)",C13H20O8S4,"['C', 'H', 'O', 'S']",432.0041022990096
101-94-0,p-Cresyl phenylacetate,C15H14O2,"['C', 'H', 'O']",226.0993796904894
1019-45-0,"1H-Indole-3-ethanamine, 5-methoxy-N,N-dimethyl-",C13H18N2O,"['C', 'H', 'N', 'O']",218.1419132087377
101947-30-2,Thiothionyl fluoride,F2S2,"['F', 'S']",101.94094867430641
101948-72-5,(E)-2-Methoxy-3-phenyl-2-butene,C11H14O,"['C', 'H', 'O']",162.10446507091768
101948-73-6,"Benzene, 1-(2-methyoxy-1-propenyl)-3-methyl-, (Z)-",C11H14O,"['C', 'H', 'O']",162.10446507091768
101948-74-7,(E)-2-Methoxy-1-(o-methoxyphenyl)propene,C11H14O2,"['C', 'H', 'O']",178.0993796904894
101948-75-8,"Benzene, 1-methoxy-2-(2-methoxy-1-propenyl)-, (Z)-",C11H14O2,"['C', 'H', 'O']",178.0993796904894
101948-78-1,"Benzene, (2-methoxy-1-methyl-1-propenyl)-, (Z)-",C11H14O,"['C', 'H', 'O']",162.10446507091768
101948-79-2,"Naphthalene, 1,2-dihydro-3-methoxy-4-methyl-",C12H14O,"['C', 'H', 'O']",174.10446507091768
1019-57-4,"Acetaldehyde, 2,4-dinitrophenyl hydrazone",C8H8N4O4,"['C', 'H', 'N', 'O']",224.0545547539268
101-96-2,"N,N'-Di-sec-butyl-p-phenylenediamine",C14H24N2,"['C', 'H', 'N']",220.1939487826
10196-39-1,"Oxetane, 3,3-diethyl",C7H14O,"['C', 'H', 'O']",114.1044650709177
101968-77-8,2-Methoxy-3-(o-methoxyphenyl)propene,C11H14O2,"['C', 'H', 'O']",178.0993796904894
101-97-3,"Benzeneacetic acid, ethyl ester",C10H12O2,"['C', 'H', 'O']",164.0837296260114
10198-23-9,&#946;-Terpenyl acetate,C12H20O2,"['C', 'H', 'O']",196.1463298839234
10198-29-5,"Benzofuran, octahydro-, cis-",C8H14O,"['C', 'H', 'O']",126.1044650709177
101-98-4,2-(Benzylmethylamino)ethanol,C10H15NO,"['C', 'H', 'N', 'O']",165.11536410758868
101-99-5,Ethyl N-phenylcarbamate,C9H11NO2,"['C', 'H', 'N', 'O']",165.0789785982044
10199-50-5,5-Amino-1-methyl-3-phenylpyrazole,C10H11N3,"['C', 'H', 'N']",173.095297367925
10199-68-5,4-(C6H5)-pyrazole,C9H8N2,"['C', 'H', 'N']",144.068748266776
102-01-2,"Butanamide, 3-oxo-N-phenyl-",C10H11NO2,"['C', 'H', 'N', 'O']",177.0789785982044
1020-14-0,"1,4-Bis(2-pentyl)benzene",C16H26,"['C', 'H']",218.203450838214
102-02-3,"Biguanide, 1-phenyl-",C8H11N5,"['C', 'H', 'N']",177.101445376789
10202-75-2,"4-Allyl-1,6-heptadiene-4-ol",C10H16O,"['C', 'H', 'O']",152.12011513539568
10203-08-4,"3,5-Dichlorobenzaldehyde",C7H4Cl2O,"['C', 'H', 'Cl', 'O']",173.96392011326768
1020-31-1,"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-",C14H22O2,"['C', 'H', 'O']",222.1619799484014
1020-32-2,"4-Amino-6-bromo-1,3-benzenedisulfonamide",C6H8BrN3O4S2,"['C', 'H', 'Br', 'N', 'O', 'S']",328.91396071232276
10203-28-8,2-Dodecanol,C12H26O,"['C', 'H', 'O']",186.19836545778568
10203-30-2,3-Dodecanol,C12H26O,"['C', 'H', 'O']",186.19836545778568
10203-32-4,4-Dodecanol,C12H26O,"['C', 'H', 'O']",186.19836545778568
1020-33-3,"4-Amino-6-methyl-1,3-benzenedisulfonamide",C7H11N3O4S2,"['C', 'H', 'N', 'O', 'S']",265.0190981950398
10203-33-5,5-Dodecanol,C12H26O,"['C', 'H', 'O']",186.19836545778568
10203-45-9,"1,2,4-trichloro-3,5,6-trimethylbenzene",C9H9Cl3,"['C', 'H', 'Cl']",221.976983337261
10203-58-4,Diethyl-iso-butyl malonate,C11H20O4,"['C', 'H', 'O']",216.13615912306682
10203-59-5,"Diethyl,ethyl(1-ethylpropyl) malonate",C14H26O4,"['C', 'H', 'O']",258.1831093165008
1020-38-8,"Benzene, m-bis(1-methylbutyl)",C16H26,"['C', 'H']",218.203450838214
102-04-5,"2-Propanone, 1,3-diphenyl-",C15H14O,"['C', 'H', 'O']",210.10446507091768
102-05-6,Dibenzyl methyl amine,C15H17N,"['C', 'H', 'N']",211.136099552495
102-06-7,"Guanidine, N,N'-diphenyl-",C13H13N3,"['C', 'H', 'N']",211.110947432403
102-07-8,"Urea, N,N'-diphenyl-",C13H12N2O,"['C', 'H', 'N', 'O']",212.09496301530368
102082-89-3,"2,6-Difluorocinnamic acid",C9H6F2O2,"['C', 'H', 'F', 'O']",184.0335857580558
